,sentiment,content,label,stop_words
24798,neutral,haha okay getting box set birthday anyway,3,4
24799,neutral,believe true fml quite phenomenon thx superbad,3,5
24800,worry,many freebie jbnoy friend spam thread soon,1,4
24801,fun,tiny phd bigger keep taunting,4,6
24802,worry,alright alright tuning taking note remember said got spot raising handz,1,8
24804,neutral,thanks,3,0
24805,love,looove bf awesoome hannah montana movie wa amazing best movie ever cool,6,5
24806,neutral,thought might interested see viewing photo,3,5
24807,happiness,life good much greater thursday pm,7,7
24808,neutral,ooh exciting new mac day,3,1
24809,happiness,ca wait see december switzerland third rendez vous great show amazing enjoy oz,7,7
24810,love,awesome love top gear favourite got admit soft spot captain slow,6,4
24811,love,repeatedly rub thumb softly lovingly upon new sarah rayne novel sigh paperback potrait profound bliss,6,5
24812,fun,yea running hour let test,4,3
24813,neutral,thought might interested see viewing photo,3,5
24814,neutral,posting blogspot,3,2
24815,neutral,sure,3,1
24816,worry,yeah wanted say yourname section bit tricky way find reply tho,1,5
24817,worry,lol wife wa teaching eat without sending little soybean flying wa unsuccessful,1,7
24818,love,sweet good day,6,4
24819,surprise,offline give private lesson eran money,4,5
24820,love,school today greeeeeat,6,2
24821,happiness,thanks much following muse ha much gratitude wish magnificent amp productive start day,7,7
24822,neutral,going home meeting today,3,1
24823,worry,happens swine flu get u,1,8
24824,worry,hi plz follow,1,2
24825,neutral,yup indeed like train announcement shortly arrive kï ½lle,3,3
24826,happiness,view atlas mountain morocco across strait gibraltar took day europa point gib,7,4
24827,love,ooh changed twitter name approve whole heartedly,6,3
24828,happiness,yep looking forward,7,2
24829,worry,thought might interested see viewing photo,1,5
24830,happiness,woohoo day week lord ha made remembered get wear jean amp chanclas week,7,7
24831,neutral,nope telling want cameo cream,3,4
24832,neutral,new book sigh probably reread gaiman quot american god quot murakami quot wind bird chronicle quot,3,3
24833,happiness,ben jerry yummmmy,7,1
24834,neutral,morning,3,0
24835,neutral,really like shiny happy people local rem expert btw saw first time,3,8
24836,happiness,aw come ur early love ur youtube vids btw,7,3
24837,happiness,wa nice called lmao,7,1
24838,fun,haha may th happy star war day,4,4
24839,happiness,lt new picture pretty reflecting sunlight leaf,7,7
24840,fun,morning erikah start working song town always challenge,4,6
24841,love,thanks kate kiss xoxo,6,1
24842,neutral,meant ask night go enjoy fight yas nighter,3,8
24843,love,coffee gym starting day right,6,3
24844,happiness,awsome know know know,7,4
24845,neutral,going cook lamb chop lunch always end coking pay day amaze much cook,3,11
24846,happiness,hey glorious morning monday animation mode,7,3
24847,neutral,love david soooooo much lt,3,1
24848,neutral,morning everyone,3,0
24849,sadness,dinner wa yummy still super tired thing went enroll college,0,10
24850,relief,stressed hell still surviving,5,2
24851,worry,thought might interested see viewing photo,1,5
24852,happiness,eating flake storm hungry jack american call burger king,7,5
24854,happiness,haha xd lmfaoo yasemin ist sehr sï ½ï ½ rawk xd,7,3
24855,neutral,studying exam boring,3,2
24856,happiness,yeah tomato paste oil traditional sandwich eat olive maltese cheese yum,7,7
24857,worry,haha love audition new album,1,1
24858,happiness,hello paul nice hear someone listening interesting thought kaashoek unisys patel doculabs next,7,4
24859,worry,ah birmingham remember wrox day,1,4
24860,love,loving mortal combat right,6,2
24861,happiness,home work good night epic dude dudettes,7,3
24862,surprise,quot shhh quot stuff finally done,4,3
24863,happiness,good morning broham,7,0
24864,neutral,black market material right friend,3,3
24865,relief,wellllll homework kind finished editing tired morning thought,5,11
24866,happiness,week delivery oz awesome product awesome price parcel today made day,7,4
24867,neutral,lt,3,0
24868,happiness,fun guy day behind,7,4
24869,worry,novos follower sorry account headed ha suspended due strange activity strange ï ½ ï ½timo,1,5
24870,happiness,mine wa good wet good,7,1
24871,love,cute twitting potuguese,6,3
24872,fun,shall post notice town cork lady know watch lol fun seven business,4,9
24873,fun,bahaha loving twitter last night drunk lol,4,2
24874,neutral,check guy rock one,3,5
24875,sadness,woke morning line quot made half pony half monkey monster please get feeling like quot,0,10
24876,fun,eventful weekend nice week looking forward final chill day,4,6
24877,love,yerrrr sameee haha way play edward thinkk mmmm,6,3
24878,worry,kiran sorry ur bad land hope ur neck feel better least break like jd btw ur fine shape,1,5
24879,love,love nice weather exam,6,2
24880,anger,wakey wakey lemon shakeyyyy haha goin schooliooo raining ugh guess wish right california,2,5
24881,neutral,going liverpool soon,3,1
24882,happiness,happy day sharon,7,0
24883,enthusiasm,hoping pic share amp hoping monday rough today,4,8
24884,neutral,dad bought tricky language tho,3,7
24885,surprise,used done different job yj currently court officer,4,5
24886,relief,woken finally long night tea toast tv coming,5,4
24887,fun,richelle mead succubus blue fabulous read entertaining lot fun interesting next please,4,4
24888,relief,ah yes track also compilation kenny rogers,5,5
24889,neutral,yeah go going second one aswell,3,6
24890,neutral,back,3,2
24891,happiness,thanks,7,0
24892,fun,awesome,4,2
24893,worry,gooooooodmorning world god bless great day,1,2
24894,worry,way bought today aswell twice co pre ordered aswell cya later,1,3
24895,surprise,woohoo th oh er place category behind bad gear big wheel suspension training,4,7
24896,fun,feel like tweeting reason um hiiiiii,4,4
24897,love,thank ff shout heap sry night realise,6,9
24898,enthusiasm,pre ordered new album deep end listening permanent heart repeat since,4,6
24899,fun,station morning show gym damn paper ha crazy taker anna lmfao,4,6
24900,happiness,getting ready first quot real quot day work five month word encouragement welcome,7,5
24901,worry,thing happens time,1,5
24902,neutral,yes know gross haha im better,3,3
24903,happiness,good film,7,0
24904,neutral,jamie sean cody angry sex jamie sean cody would piss one hey guy,3,7
24905,happiness,lol triplet haha glad morgan got bag even ride ride,7,7
24906,love,love twitter amp lol back gaulers got,6,6
24907,relief,ha english portfolio finally finshed annnd comm final youre half done whoa time sleep night,5,2
24908,love,bye bye lovely tweeter especially follower,6,5
24909,happiness,thank saw comment chew aerobics really tickled,7,5
24910,happiness,good morning alyssa hope great wonderful day today im happy cuz today last day class yay,7,4
24911,relief,n worry sleep,5,2
24912,happiness,rather excited hospital placement starting monday get give needle take blood,7,5
24913,happiness,ca wait see week go fast enough,7,6
24914,neutral,keep long people ffwd like aac chapter marker,3,8
24915,happiness,sitting audi joburg fashion week casting many lanky people one place almost lol good luck everyone xx,7,5
24916,sadness,st period hate class ca wait home happiest person world wen home,0,5
24917,happiness,yoga school could better,7,3
24918,happiness,birthday happy birthday,7,4
24919,love,looooooooooooool thanks,6,0
24920,happiness,followed great super mazembe one favorite around,7,4
24921,neutral,goooood luck,3,0
24922,fun,getting new double yellow volkswagen beetle happy star war day,4,2
24923,love,momma comin night morrow tennis day nar yuppie,6,3
24924,enthusiasm,woke mum singing new gn cd replacement bought im good daughter,4,6
24925,neutral,yep right mean monk photo taken better photography,3,10
24926,neutral,follow dm,3,4
24927,love,feel love pizza girl eat pizza everyday,6,4
24928,fun,working home office today catching everything except twitter,4,4
24929,fun,one new follower,4,0
24930,love,girl see staring straight back reflection show inside,6,9
24931,neutral,haha mate btw seen film called american history starring edward norton,3,4
24932,worry,hahah love,1,1
24933,worry,hanging berlin jarn guy,1,4
24934,neutral,hope promise kid dog moment couple flower,3,10
24935,neutral,may humble bold christ lisa,3,4
24936,neutral,love,3,2
24937,fun,aww cute love bathroom,4,3
24938,neutral,im im lazy thank god bank holiday,3,6
24939,neutral,really sup boom,3,0
24940,fun,like ten time better place xd beautiful fun gold coast hot dog xd,4,8
24941,hate,silly goose,2,2
24942,neutral,please let know allright de need know first wake little enjoy cofee xx,3,10
24943,sadness,romance zero funny,0,1
24944,sadness,finished mtml assignment like feel like missed lotsa point word limit hmmpph,0,8
24945,sadness,n sore yesterday definitely feeling hill leg hurt way booty good hurt,0,11
24946,enthusiasm,hope like new sat nav,4,2
24947,neutral,facebook group world leader,3,0
24948,neutral,still amazed awesomness last night discussion wa great looking forward great week day go home,3,7
24949,neutral,goood,3,0
24950,relief,yeah explained everything,5,2
24951,enthusiasm,gon na get ticket la vega today got ta check milage ca wait till august,4,2
24952,happiness,good morning everyone hope great day even though monday keep smiling,7,6
24953,worry,noticed beginning may worst recession since,1,9
24954,neutral,le hour,3,6
24955,happiness,passionate interest go beyond mean followed wiggle right,7,8
24956,happiness,new word day quot whoore lure quot yes new word cologne thanks mike harding,7,3
24957,happiness,got went outside planted flower watched lee evans dvd knew bank holiday fun,7,6
24958,neutral,good morning,3,0
24959,love,thank might take offer,6,6
24960,happiness,school everyone first class day day,7,5
24961,worry,oh hope throw something useful next time actually hope wo bump heh,1,8
24962,happiness,costco bit print photo photobook,7,7
24963,happiness,great news,7,1
24964,neutral,hope,3,1
24966,love,hope still resting want stressed,6,6
24967,worry,message posted hellotxt facebook fan page hellotxt check,1,6
24968,happiness,happy star war day,7,0
24969,neutral,message posted hellotxt facebook fan page hellotxt check,3,6
24970,worry,answer postcard century,1,5
24971,surprise,sikkkeee getting bose headphone today,4,1
24972,relief,getting ready first day new job,5,3
24973,neutral,sure dedicated got ta love great amp productive day,3,4
24974,enthusiasm,bye great meeting,4,1
24975,neutral,currently using microplaza found via link comment blog,3,6
24976,love,would like yesterday talked alyso stoner xd benton sent private messae coment,6,6
24977,relief,gooooooooood im complete nut case,5,2
24978,hate,definitely worth art withstanding hate moving hate packing even,2,4
24979,sadness,hope get car today hate anything stop work,0,6
24980,neutral,trashy sensationalist yes,3,3
24981,neutral,well print cy_k cymk,3,3
24982,neutral,saving three burner weber next year,3,3
24983,sadness,bye plurk muna back im done reading book,0,5
24984,worry,rosie vet routine shot bordatella,1,3
24986,happiness,radio active never get old never th time listened cd repeat today still love,7,10
24987,happiness,de wereld need ppl like,7,2
24988,love,thanks followed back,6,1
24989,relief,doh st response guessing seen already,5,5
24990,surprise,mean jack barakat wow ever gone house hehe mean ur ssoo lucky address,4,5
24991,neutral,thank ill try,3,3
24992,neutral,oof perhaps time start moronmonday shout meme,3,2
24993,love,yay watching supernatural great way end hard day miss jesse,6,2
24994,worry,tried shoe new look,1,4
24995,neutral,perhaps see twitter version pulling someone pigtail let know work,3,11
24996,love,sister called officially labor look like anna josie getting new cousin today one girl,6,8
24998,hate,back lovely land north,2,3
24999,fun,back work doin,4,3
25000,fun,look tadpole look foolish dog,4,3
25001,happiness,bank holiday happy know clap hand,7,5
