,text,label,stop_words
9380,feeling pretty optimistic final product,1,4
9381,went work feel stunned numb,5,4
9382,start enjoying becomes part general fabric feeling joyful everyday activity,1,9
9383,feel satisfied sad time,1,5
9384,feeling little shaky called day small bike,4,7
9385,feel sucked back vicious cycle start every time open door every time show back back hint love youre afraid,3,17
9386,want able get without feeling weird bathing suit,4,7
9387,feel like weird limbo childhood adulthood,4,6
9388,noticed increasing frustration feel petty artificially created drama,3,8
9389,get feeling im valued potential welcome,1,7
9390,feel irritable like running def cure,3,6
9391,dont drink green charged water day feel irritable disoriented,3,5
9392,feel strange pang loneliness emptiness bubble,5,4
9393,tired feel fucked,3,7
9394,also feel strange ripe old age twenty three want goddamn life partner,4,6
9395,im feeling bit jaded,0,1
9396,think really made u decide stay multiband made u feel valued listen fact student need homework,1,12
9397,think thin line effectual love hero worship action toward asami make feel especially positive toward,1,12
9398,feel quite proud wonderful feeling year feeling anything,1,8
9399,suppose natural squeeze every half hour last five day spend time family making memory friend promising feel like someone el life numb way,0,14
9400,say helpless phone muttered love love feeling always feel sweet always feel nothing person undertaking matter,2,16
9401,feel extremely awkward interview people job,0,5
9402,really hope share feeling would wonderful together,1,7
9403,feel dismayed feel like everything thought true lie one thing never say good bye,0,7
9404,feel pleased see proud,1,7
9405,feeling anxious im watching important game im avoiding bar asshole broke heart im missing meeting cute boy,4,13
9406,think thats exactly ill love year school leaving time whereas feel sad leave behind friend year within music department well year form ive worked year amazing violin pupil,0,18
9407,im feeling inspired hasnt stopped raining least week sun look like,1,12
9408,feel really anxious,4,1
9409,feel terribly unkind say span style font size,3,3
9410,feel like popular,1,5
9411,feel resentful,3,4
9412,im feeling pretty miserable sorry,0,3
9413,would plunge icy depth feeling invigorated invincible,1,5
9414,feel obnoxious another vocab word,3,4
9415,feel utterly joyful brimming gratitude,1,3
9416,im feeling guilty written beautiful poetic post expressing thankful,0,7
9417,looked husband even though love love heart feeling felt today stood vulnerable grew deep strong didnt realise could love anymore,4,16
9418,save recipe springpad im feeling adventurous might try something new,1,4
9419,feel completely blessed wonderful family friend,1,5
9420,feel whiney today one week surgery major abdominal surgery,0,8
9421,ive feeling weepy sensitive today time roll towards anniversary father death,0,6
9422,remember feeling impatient endless convoluted fairy tale told throughout book,3,6
9423,feel liked day tom,2,6
9424,im sure feel empty space left,0,9
9425,believe feeling duality spirituality suffering growth upright position offer manifestation happiness simple joy fulfillment,0,6
9426,twisted mean use feeling ok,1,9
9427,im little worried feel protagonist may likeable enough average person based focus group one,1,10
9428,admit feel little envious hear young writer well,3,9
9429,feeling going happen accepted job offer life like throw lot curveballs,2,11
9430,feel like need tattoo peggy mara quote onto arm see next time feel disgusted disdainful disappointed child behavior,3,11
9431,found day feeling stressed unsure ability,0,9
9432,would feel devastated,0,2
9433,thinking keeping current feel need keep entertained babysat giving work project needed,1,15
9434,look beefy even though older feel dirty feel like one would like one,0,8
9435,wonder feel surprised thing different expected,5,5
9436,remembered seeing piece feeling impressed seeing surprised blinded memory,5,10
9437,feel like missed bit reading series order,0,6
9438,risk feeling vulnerable feeling everyone staring examining every little dimple thigh sag arm,4,11
9439,love making feel welcomed excited starting high school,1,5
9440,feel like cute little case kind hidden,1,5
9441,feel really bouncy absolutely reason head hurt bit trying remember book im going simply read,1,12
9442,know feeling strange sense serendipity mind collide page,4,7
9443,apologize anyone may feel neglectful slacker mcslackerson,0,6
9444,think enjoyed event made feel welcomed,1,6
9445,im stoned endorphin feel leg muscle seizing petrified meat,4,9
9446,feeling rejected became laughing stock among peer,0,4
9447,want feel like casting director going take one look say amazing,1,9
9448,remember feeling frantic point,4,3
9449,feel successful lazy mom,1,3
9450,feel like get something really cool could easily turn finished piece kind get two hour,1,15
9451,im still feeling terrible even though ive good day,0,2
9452,drove away today feeling overwhelmed news heard trillion time news heart know already,4,8
9453,stressed finally come end feel relieved,1,8
9454,love feeling cold nipping nose im warm clothes,3,7
9455,hoped feel shiver ran maybe startled pulled away,4,13
9456,honestly hoped wake one day feeling terrible cry blood whatever,0,5
9457,read premonition rare feeling caught dewi lestari play metaphor crazily charming word,1,10
9458,drawn totally solid neutral bag black brown throw vibrant patent red maybe feeling dangerous metallic clutch usually adventurous get accessory,3,15
9459,feel numb,0,2
9460,actually feel excited first time long time,1,7
9461,feel like embarrassed anything let go,0,10
9462,feel like im troubled sad anti social person,0,2
9463,im feeling ugly,0,0
9464,feel kinda worthless unwanted time cuz ive always felt im ugliest among friend cuz freaking pretty oh dayummm like forever feeling inferior stuff la,0,10
9465,im feeling sad remind talented good thing also see thing inspire place,0,14
9466,feel romantic add visit ipod loaded dark synthwave amp early college radio alternative cure neds atomic dustbin candy skin posy pixy blur james springhouse morrissey,2,14
9467,still feeling broke month friend moment want back well,0,15
9468,feel violent want break glass,3,5
9469,make assumption based see think feel wondered strange thing,4,8
9470,feel like waiting unpleasant meeting someone authoritative position,0,6
9471,feeling ok incision sore expected neuropathy finger toe residual chemo ive told may take year resolve indeed,1,16
9472,feel ashamed unproductive day,0,3
9473,ignore shell keep trying trying trying till break feel horrible,0,7
9474,feeling nostalgic grateful,2,4
9475,feel helpless mother able take pain away small child could young adult age hurt see pain,4,21
9476,drive home feel like petty thief stolen exposure crudely stuck camera ancient,3,8
9477,refuse let feel bitter small sacrifice make,3,7
9478,im zooming right second trimester feel fantastic trinity,1,8
9479,feel uptight wonder dont know whats right,4,4
9480,sing decently coming kind family always feel like im le talented ive never really tried learn,1,10
9481,share feel valuable information,1,4
9482,im packing leave school feeling sentimental,0,4
9483,sooooo understand feeling like ugly brown pair shoe world designer tuxedo complete diamond cufflink,0,6
9484,feel troubled,0,3
9485,love love feel lethargic sweat three day,0,9
9486,dazed confused drowned woman look look wise man feel doomed aspire,0,14
9487,like much feel im obnoxious getting involved somethign nothing,3,14
9488,feel like fan see girl wimpy good guy,4,5
9489,ive going liquor store life still feel bit dirty walking one like im something shouldnt,0,11
9490,ever feel admired virtually everything,2,4
9491,feel like word today passage send church today warning much jesus sending beloved disciple warning,1,11
9492,feel disturbed unreasonable lie life taking towards,0,7
9493,feel like many year left live contented lay bed light listen ayumi,1,16
9494,feel super bad thanksgiving seems disappear year would lying said werent excited official christmas time,1,10
9495,back home feeling restless,4,3
9496,hit ground feel daddy let go completely get terrified,4,3
9497,ive also begun going round self edits first episode season three im feeling quite thrilled fitting together,1,9
9498,know million stroller baby world thought stroller made someone feel ive felt many time broke heart,0,13
